날짜,지역코드,최저기온(°C),0.5m 지중온도(°C),평균 증기압(hPa),가조시간(hr),평균 상대습도(%),파워,lag_1d,lag_7d,휴일여부
2022-12-04,1111010100,-5.2,7.5,1.8,9.7,38.9,146294.6135,,,True
2022-12-05,1111010100,-7.0,7.0,2.0,9.7,41.9,175633.827,146294.6135,,False
2022-12-06,1111010100,-3.9,6.6,4.1,9.7,62.8,156084.191,175633.827,,False
2022-12-07,1111010100,,,,,,,156084.191,,False
2022-12-08,1111010100,0.1,6.6,4.4,9.7,57.5,177018.842,,,False
2022-12-09,1111010100,0.9,6.6,5.1,9.7,60.8,158467.169,177018.842,,False
2022-12-10,1111010100,-0.6,6.8,3.4,9.6,46.5,141284.266,158467.169,,True
2022-12-11,1111010100,-1.5,6.5,3.5,9.6,52.5,147993.077,141284.266,146294.6135,True
2022-12-12,1111010100,-2.0,6.2,5.3,9.6,73.4,161767.3595,147993.077,175633.827,False
2022-12-13,1111010100,-6.4,6.1,4.5,9.6,70.8,170183.9965,161767.3595,156084.191,False
2022-12-14,1111010100,-11.0,6.0,1.6,9.6,50.1,184582.811,170183.9965,,False
2022-12-15,1111010100,-8.5,5.4,3.6,9.6,79.1,184245.9485,184582.811,177018.842,False
2022-12-16,1111010100,-9.6,5.0,2.1,9.6,56.9,176717.523,184245.9485,158467.169,False
2022-12-17,1111010100,-9.8,4.8,1.9,9.6,52.0,163212.019,176717.523,141284.266,True
2022-12-18,1111010100,-12.4,4.5,1.4,9.6,47.1,161322.7555,163212.019,147993.077,True
2022-12-19,1111010100,-12.0,4.3,2.0,9.6,55.6,193896.0215,161322.7555,161767.3595,False
2022-12-20,1111010100,-9.5,4.1,2.7,9.6,55.8,184378.3365,193896.0215,170183.9965,False
2022-12-21,1111010100,-2.6,4.0,5.0,9.6,82.4,183181.746,184378.3365,184582.811,False
2022-12-22,1111010100,-11.3,3.9,2.1,9.6,60.5,196636.178,183181.746,184245.9485,False
2022-12-23,1111010100,-13.7,3.7,1.5,9.6,60.5,200745.438,196636.178,176717.523,False
2022-12-24,1111010100,-13.5,3.5,1.8,9.6,54.9,173024.5185,200745.438,163212.019,True
2022-12-25,1111010100,-9.6,3.4,2.7,9.6,66.5,151203.683,173024.5185,161322.7555,True
2022-12-26,1111010100,-7.9,3.2,3.1,9.6,68.4,180504.9675,151203.683,193896.0215,False
2022-12-27,1111010100,-7.3,3.1,3.5,9.6,69.8,168506.2285,180504.9675,184378.3365,False
2022-12-28,1111010100,-6.0,3.0,2.8,9.6,58.1,155738.5895,168506.2285,183181.746,False
2022-12-29,1111010100,-7.8,2.9,2.8,9.6,56.3,161762.5555,155738.5895,196636.178,False
2022-12-30,1111010100,-4.4,2.9,3.5,9.6,65.6,164826.798,161762.5555,200745.438,False
2022-12-31,1111010100,,,,,,,164826.798,173024.5185,True
2023-01-01,1111010100,-4.3,2.8,3.3,9.6,54.5,118075.6065,,151203.683,True
2023-01-02,1111010100,-7.4,2.7,2.0,9.6,45.9,170289.591,118075.6065,180504.9675,False
2023-01-03,1111010100,-9.0,2.6,2.0,9.7,49.0,177688.277,170289.591,168506.2285,False
2023-01-04,1111010100,-5.7,2.5,2.7,9.7,51.4,174878.1805,177688.277,155738.5895,False
2023-01-05,1111010100,-5.6,2.4,3.1,9.7,58.1,173882.1195,174878.1805,161762.5555,False
2023-01-06,1111010100,-4.7,2.3,4.6,9.7,71.9,170429.5025,173882.1195,164826.798,False
2023-01-07,1111010100,-1.4,2.3,5.5,9.7,80.9,155003.1685,170429.5025,,True
2023-01-08,1111010100,-3.7,2.3,4.6,9.7,69.3,149675.6205,155003.1685,118075.6065,True
2023-01-09,1111010100,-1.3,2.3,4.7,9.7,60.1,160517.561,149675.6205,170289.591,False
2023-01-10,1111010100,-3.9,2.3,4.0,9.8,59.9,162024.498,160517.561,177688.277,False
2023-01-11,1111010100,-2.0,2.3,4.4,9.8,61.9,156661.784,162024.498,174878.1805,False
2023-01-12,1111010100,-0.6,2.3,4.1,9.8,46.6,151509.4895,156661.784,173882.1195,False
2023-01-13,1111010100,5.1,1.3,10.8,9.8,99.1,150565.077,151509.4895,170429.5025,False
2023-01-14,1111010100,3.8,1.8,9.1,9.8,92.9,141323.5775,150565.077,155003.1685,True
2023-01-15,1111010100,-3.5,1.9,5.7,9.9,93.9,146926.26,141323.5775,149675.6205,True
2023-01-16,1111010100,-6.8,2.1,2.8,9.9,63.1,143622.6085,146926.26,160517.561,False
2023-01-17,1111010100,-7.0,2.2,3.1,9.9,65.1,170296.9465,143622.6085,162024.498,False
2023-01-18,1111010100,-4.6,2.3,3.1,9.9,60.5,165597.3515,170296.9465,156661.784,False
2023-01-19,1111010100,-6.0,2.3,4.2,9.9,69.3,165914.244,165597.3515,151509.4895,False
2023-01-20,1111010100,-7.7,2.3,2.7,10.0,52.4,154942.611,165914.244,150565.077,False
2023-01-21,1111010100,-10.5,2.3,2.4,10.0,55.4,135463.9275,154942.611,141323.5775,True
2023-01-22,1111010100,-2.8,2.3,3.7,10.0,62.8,119121.203,135463.9275,146926.26,True
2023-01-23,1111010100,-6.9,2.3,4.0,10.0,66.6,125362.7715,119121.203,143622.6085,True
2023-01-24,1111010100,-17.0,2.2,1.0,10.1,51.9,154556.375,125362.7715,170296.9465,True
2023-01-25,1111010100,-17.3,2.0,1.1,10.1,45.1,175778.9265,154556.375,165597.3515,False
2023-01-26,1111010100,-9.0,1.9,3.2,10.1,80.1,167952.9535,175778.9265,165914.244,False
2023-01-27,1111010100,,,,,,,167952.9535,154942.611,False
2023-01-28,1111010100,,,,,,,,135463.9275,True
2023-01-29,1111010100,,,,,,,,119121.203,True
2023-01-30,1111010100,,,,,,,,125362.7715,False
2023-01-31,1111010100,,,,,,,,154556.375,False
2023-02-01,1111010100,,,,,,,,175778.9265,False
2023-02-02,1111010100,,,,,,,,167952.9535,False
2023-02-03,1111010100,,,,,,,,,False
2023-02-04,1111010100,,,,,,,,,True
2023-02-05,1111010100,,,,,,,,,True
2023-02-06,1111010100,,,,,,,,,False
2023-02-07,1111010100,,,,,,,,,False
2023-02-08,1111010100,,,,,,,,,False
2023-02-09,1111010100,-2.8,1.5,4.0,10.6,49.9,150623.98,,,False
2023-02-10,1111010100,1.1,1.5,6.4,10.6,79.6,141924.353,150623.98,,False
2023-02-11,1111010100,-1.2,1.5,5.4,10.7,73.0,127500.588,141924.353,,True
2023-02-12,1111010100,,,,,,,127500.588,,True
2023-02-13,1111010100,2.7,1.5,6.1,10.7,66.5,117394.565,,,False
2023-02-14,1111010100,-2.5,1.5,3.7,10.8,54.9,132965.2115,117394.565,,False
2023-02-15,1111010100,-1.2,1.6,3.6,10.8,46.4,145104.319,132965.2115,,False
2023-02-16,1111010100,-0.7,1.7,4.9,10.9,68.3,150357.8645,145104.319,150623.98,False
2023-02-17,1111010100,-1.5,1.9,5.1,10.9,67.8,141142.773,150357.8645,141924.353,False
2023-02-18,1111010100,3.0,2.3,5.3,10.9,58.3,134043.97,141142.773,127500.588,True
2023-02-19,1111010100,0.2,2.8,4.4,11.0,56.1,129684.9855,134043.97,,True
2023-02-20,1111010100,-3.5,3.2,2.7,11.0,46.4,150898.5105,129684.9855,117394.565,False
2023-02-21,1111010100,-5.3,3.0,2.3,11.0,42.4,131163.6635,150898.5105,132965.2115,False
2023-02-22,1111010100,-4.5,2.8,3.2,11.1,50.6,150384.028,131163.6635,145104.319,False
2023-02-23,1111010100,-1.8,2.9,4.8,11.1,65.5,148627.0295,150384.028,150357.8645,False
2023-02-24,1111010100,-0.4,3.3,4.4,11.2,57.9,145675.286,148627.0295,141142.773,False
2023-02-25,1111010100,-2.9,3.7,2.8,11.2,44.0,134731.3045,145675.286,134043.97,True
2023-02-26,1111010100,-3.4,3.6,3.3,11.2,46.6,133243.5635,134731.3045,129684.9855,True
2023-02-27,1111010100,-1.8,3.6,3.8,11.3,47.4,144538.0805,133243.5635,150898.5105,False
2023-02-28,1111010100,,,,,,,144538.0805,131163.6635,False
2023-03-01,1111010100,,,,,,,,150384.028,True
2023-03-02,1111010100,,,,,,,,148627.0295,False
2023-03-03,1111010100,,,,,,,,145675.286,False
2023-03-04,1111010100,,,,,,,,134731.3045,True
2023-03-05,1111010100,,,,,,,,133243.5635,True
2023-03-06,1111010100,2.2,5.7,4.7,11.5,41.9,135951.3175,,144538.0805,False
2023-03-07,1111010100,6.3,6.1,8.4,11.6,60.9,133455.484,135951.3175,,False
2023-03-08,1111010100,7.4,6.8,9.3,11.6,66.3,123220.142,133455.484,,False
2023-03-09,1111010100,,,,,,,123220.142,,False
2023-03-10,1111010100,6.2,7.6,8.8,11.7,62.1,122194.688,,,False
2023-03-11,1111010100,10.2,8.2,8.3,11.8,52.0,109709.1405,122194.688,,True
2023-03-12,1111010100,0.6,8.9,6.7,11.8,68.0,115663.791,109709.1405,,True
2023-03-13,1111010100,-1.9,7.9,3.0,11.8,38.9,127591.9955,115663.791,135951.3175,False
2023-03-14,1111010100,3.3,7.5,5.3,11.9,45.9,124173.9065,127591.9955,133455.484,False
2023-03-15,1111010100,3.5,7.8,7.7,11.9,66.6,121309.097,124173.9065,123220.142,False
2023-03-16,1111010100,0.4,7.7,3.1,12.0,36.8,130117.6365,121309.097,,False
2023-03-17,1111010100,0.7,7.4,3.4,12.0,34.3,132239.3655,130117.6365,122194.688,False
2023-03-18,1111010100,2.5,7.5,4.7,12.0,46.4,116277.6215,132239.3655,109709.1405,True
2023-03-19,1111010100,2.3,7.7,6.3,12.1,59.6,115820.4335,116277.6215,115663.791,True
2023-03-20,1111010100,2.6,8.1,5.5,12.1,50.4,128467.2685,115820.4335,127591.9955,False
2023-03-21,1111010100,5.0,8.4,5.0,12.2,35.1,125000.489,128467.2685,124173.9065,False
2023-03-22,1111010100,9.2,9.0,8.6,12.2,44.8,121296.95,125000.489,121309.097,False
2023-03-23,1111010100,12.3,10.0,9.7,12.2,48.9,119370.7165,121296.95,130117.6365,False
2023-03-24,1111010100,7.6,10.8,5.3,12.3,36.8,117080.4385,119370.7165,132239.3655,False
2023-03-25,1111010100,8.0,10.8,8.5,12.3,59.9,103107.2595,117080.4385,116277.6215,True
2023-03-26,1111010100,4.7,10.9,3.9,12.4,34.0,111298.4495,103107.2595,115820.4335,True
2023-03-27,1111010100,1.9,10.7,4.4,12.4,44.8,117958.5955,111298.4495,128467.2685,False
2023-03-28,1111010100,2.8,10.4,5.8,12.4,53.3,119393.284,117958.5955,125000.489,False
2023-03-29,1111010100,5.1,10.4,6.5,12.5,50.3,113132.566,119393.284,121296.95,False
2023-03-30,1111010100,6.4,10.7,6.2,12.5,42.5,116465.694,113132.566,119370.7165,False
2023-03-31,1111010100,7.5,11.1,6.9,12.6,42.5,114236.2175,116465.694,117080.4385,False
2023-04-01,1111010100,9.4,11.6,7.5,12.6,40.4,107353.8475,114236.2175,103107.2595,True
2023-04-02,1111010100,11.9,12.2,6.0,12.6,29.6,106583.7415,107353.8475,111298.4495,True
2023-04-03,1111010100,11.3,12.6,6.1,12.7,29.4,114725.686,106583.7415,117958.5955,False
2023-04-04,1111010100,12.7,13.1,7.5,12.7,40.4,109996.738,114725.686,119393.284,False
2023-04-05,1111010100,8.7,13.2,13.7,12.8,97.8,116520.95,109996.738,113132.566,False
2023-04-06,1111010100,7.4,12.8,10.7,12.8,94.6,119260.734,116520.95,116465.694,False
2023-04-07,1111010100,4.6,12.1,7.3,12.8,65.0,116560.1095,119260.734,114236.2175,False
2023-04-08,1111010100,,,,,,,116560.1095,107353.8475,True
2023-04-09,1111010100,,,,,,,,106583.7415,True
2023-04-10,1111010100,,,,,,,,114725.686,False
2023-04-11,1111010100,9.2,12.5,11.1,13.0,73.4,120045.131,,109996.738,False
2023-04-12,1111010100,4.8,12.1,5.3,13.0,45.1,117257.378,120045.131,116520.95,False
2023-04-13,1111010100,5.1,12.1,5.7,13.1,45.0,117420.4355,117257.378,119260.734,False
2023-04-14,1111010100,11.9,12.2,10.7,13.1,58.6,115317.054,117420.4355,116560.1095,False
2023-04-15,1111010100,9.3,12.9,12.6,13.2,81.8,105728.4605,115317.054,,True
2023-04-16,1111010100,7.5,13.0,9.0,13.2,71.4,108578.384,105728.4605,,True
2023-04-17,1111010100,6.8,12.9,8.5,13.2,59.0,116470.4945,108578.384,,False
2023-04-18,1111010100,10.7,13.2,12.4,13.3,78.6,118039.263,116470.4945,120045.131,False
2023-04-19,1111010100,11.5,13.4,13.7,13.3,66.1,115092.453,118039.263,117257.378,False
2023-04-20,1111010100,14.5,14.5,16.5,13.3,92.1,115866.09,115092.453,117420.4355,False
2023-04-21,1111010100,11.4,14.6,8.9,13.4,50.4,113628.2055,115866.09,115317.054,False
2023-04-22,1111010100,12.2,14.9,4.3,13.4,22.9,107114.031,113628.2055,105728.4605,True
2023-04-23,1111010100,10.7,14.9,6.1,13.4,34.1,107392.648,107114.031,108578.384,True
2023-04-24,1111010100,11.5,15.0,7.3,13.5,40.5,112649.23,107392.648,116470.4945,False
2023-04-25,1111010100,9.0,15.1,8.9,13.5,68.6,115159.3095,112649.23,118039.263,False
2023-04-26,1111010100,7.4,14.4,8.6,13.6,69.9,111615.6765,115159.3095,115092.453,False
2023-04-27,1111010100,5.1,14.1,8.6,13.6,61.6,113256.7845,111615.6765,115866.09,False
2023-04-28,1111010100,9.0,14.5,10.7,13.6,62.0,113072.2885,113256.7845,113628.2055,False
2023-04-29,1111010100,9.9,15.0,13.6,13.7,88.1,109920.0815,113072.2885,107114.031,True
2023-04-30,1111010100,7.9,14.8,10.4,13.7,72.9,105341.599,109920.0815,107392.648,True
2023-05-01,1111010100,9.8,14.9,8.8,13.7,57.0,110772.787,105341.599,112649.23,False
2023-05-02,1111010100,9.1,15.3,7.3,13.8,40.5,110473.451,110772.787,115159.3095,False
2023-05-03,1111010100,12.4,15.6,11.6,13.8,52.5,110588.8015,110473.451,111615.6765,False
2023-05-04,1111010100,15.6,16.4,16.3,13.8,65.5,106037.2535,110588.8015,113256.7845,False
2023-05-05,1111010100,15.5,17.1,20.2,13.9,95.3,108063.321,106037.2535,113072.2885,True
2023-05-06,1111010100,11.7,17.2,12.5,13.9,85.6,106249.5305,108063.321,109920.0815,True
2023-05-07,1111010100,11.1,16.2,7.6,13.9,47.1,104619.421,106249.5305,105341.599,True
2023-05-08,1111010100,7.9,15.8,9.2,14.0,55.3,111704.3355,104619.421,110772.787,False
2023-05-09,1111010100,10.0,16.1,10.2,14.0,55.4,106780.379,111704.3355,110473.451,False
2023-05-10,1111010100,10.7,16.6,10.6,14.0,53.3,112025.554,106780.379,110588.8015,False
2023-05-11,1111010100,12.8,17.0,10.8,14.1,50.1,112303.0535,112025.554,106037.2535,False
2023-05-12,1111010100,13.1,17.5,10.1,14.1,50.9,111781.815,112303.0535,108063.321,False
2023-05-13,1111010100,12.6,17.6,12.3,14.1,62.0,104705.9875,111781.815,106249.5305,True
2023-05-14,1111010100,12.9,17.9,11.3,14.2,56.5,105521.815,104705.9875,104619.421,True
2023-05-15,1111010100,12.8,18.2,12.6,14.2,54.6,111188.0895,105521.815,111704.3355,False
2023-05-16,1111010100,17.2,18.7,14.9,14.2,51.9,116213.5365,111188.0895,106780.379,False
2023-05-17,1111010100,18.6,19.5,17.9,14.2,63.6,115590.994,116213.5365,112025.554,False
2023-05-18,1111010100,18.8,20.2,18.6,14.3,74.8,119362.234,115590.994,112303.0535,False
2023-05-19,1111010100,16.7,20.1,16.1,14.3,61.4,119720.6355,119362.234,111781.815,False
2023-05-20,1111010100,16.6,20.4,16.5,14.3,66.9,110718.8055,119720.6355,104705.9875,True
2023-05-21,1111010100,15.3,20.7,14.7,14.3,74.0,106616.258,110718.8055,105521.815,True
2023-05-22,1111010100,15.9,20.7,14.0,14.4,61.3,115499.3455,106616.258,111188.0895,False
2023-05-23,1111010100,14.1,20.9,11.2,14.4,48.0,115352.575,115499.3455,116213.5365,False
2023-05-24,1111010100,14.8,21.1,11.7,14.4,49.8,111999.5945,115352.575,115590.994,False
2023-05-25,1111010100,15.7,20.9,11.1,14.4,46.6,112781.228,111999.5945,119362.234,False
2023-05-26,1111010100,15.8,21.2,14.2,14.5,57.4,115598.1075,112781.228,119720.6355,False
2023-05-27,1111010100,18.6,21.5,19.4,14.5,87.4,107702.233,115598.1075,110718.8055,True
2023-05-28,1111010100,18.4,20.7,21.9,14.5,98.9,109005.045,107702.233,106616.258,True
2023-05-29,1111010100,19.0,20.4,23.2,14.5,83.4,114886.9495,109005.045,115499.3455,False
2023-05-30,1111010100,20.5,21.1,20.2,14.5,69.5,123910.6285,114886.9495,115352.575,False
2023-05-31,1111010100,18.8,21.5,16.6,14.6,60.8,119514.818,123910.6285,111999.5945,False
2023-06-01,1111010100,19.7,21.9,18.3,14.6,66.9,115486.8875,119514.818,112781.228,False
2023-06-02,1111010100,17.9,21.8,18.3,14.6,77.4,111934.5085,115486.8875,115598.1075,False
2023-06-03,1111010100,16.6,21.5,15.1,14.6,60.1,107409.017,111934.5085,107702.233,True
2023-06-04,1111010100,16.9,21.8,15.4,14.6,61.0,105294.9615,107409.017,109005.045,True
2023-06-05,1111010100,17.6,22.1,16.8,14.6,66.9,109051.6455,105294.9615,114886.9495,False
2023-06-06,1111010100,17.3,22.3,17.1,14.7,72.9,107876.1295,109051.6455,123910.6285,True
2023-06-07,1111010100,18.9,22.3,19.1,14.7,75.3,116192.125,107876.1295,119514.818,False
2023-06-08,1111010100,18.3,22.1,19.2,14.7,80.5,116077.301,116192.125,115486.8875,False
2023-06-09,1111010100,18.3,21.9,17.4,14.7,64.0,120960.5285,116077.301,111934.5085,False
2023-06-10,1111010100,19.6,22.4,19.5,14.7,70.0,114814.5735,120960.5285,107409.017,True
2023-06-11,1111010100,17.9,22.5,19.8,14.7,76.1,114266.9565,114814.5735,105294.9615,True
2023-06-12,1111010100,18.4,22.6,18.5,14.7,70.5,121936.7535,114266.9565,109051.6455,False
2023-06-13,1111010100,,,,,,,121936.7535,107876.1295,False
2023-06-14,1111010100,,,,,,,,116192.125,False
2023-06-15,1111010100,,,,,,,,116077.301,False
2023-06-16,1111010100,,,,,,,,120960.5285,False
2023-06-17,1111010100,,,,,,,,114814.5735,True
2023-06-18,1111010100,,,,,,,,114266.9565,True
2023-06-19,1111010100,,,,,,,,121936.7535,False
2023-06-20,1111010100,,,,,,,,,False
2023-06-21,1111010100,,,,,,,,,False
2023-06-22,1111010100,,,,,,,,,False
2023-06-23,1111010100,,,,,,,,,False
2023-06-24,1111010100,,,,,,,,,True
2023-06-25,1111010100,,,,,,,,,True
2023-06-26,1111010100,,,,,,,,,False
2023-06-27,1111010100,,,,,,,,,False
2023-06-28,1111010100,,,,,,,,,False
2023-06-29,1111010100,,,,,,,,,False
2023-06-30,1111010100,,,,,,,,,False
2023-07-01,1111010100,,,,,,,,,True
2023-07-02,1111010100,,,,,,,,,True
2023-07-03,1111010100,,,,,,,,,False
2023-07-04,1111010100,,,,,,,,,False
2023-07-05,1111010100,,,,,,,,,False
2023-07-06,1111010100,,,,,,,,,False
2023-07-07,1111010100,,,,,,,,,False
2023-07-08,1111010100,,,,,,,,,True
2023-07-09,1111010100,,,,,,,,,True
2023-07-10,1111010100,,,,,,,,,False
2023-07-11,1111010100,,,,,,,,,False
2023-07-12,1111010100,,,,,,,,,False
2023-07-13,1111010100,,,,,,,,,False
2023-07-14,1111010100,,,,,,,,,False
2023-07-15,1111010100,,,,,,,,,True
2023-07-16,1111010100,,,,,,,,,True
2023-07-17,1111010100,,,,,,,,,False
2023-07-18,1111010100,,,,,,,,,False
2023-07-19,1111010100,,,,,,,,,False
2023-07-20,1111010100,,,,,,,,,False
2023-07-21,1111010100,,,,,,,,,False
2023-07-22,1111010100,,,,,,,,,True
2023-07-23,1111010100,,,,,,,,,True
2023-07-24,1111010100,,,,,,,,,False
2023-07-25,1111010100,,,,,,,,,False
2023-07-26,1111010100,,,,,,,,,False
2023-07-27,1111010100,,,,,,,,,False
2023-07-28,1111010100,,,,,,,,,False
2023-07-29,1111010100,,,,,,,,,True
2023-07-30,1111010100,,,,,,,,,True
2023-07-31,1111010100,,,,,,,,,False
2023-08-01,1111010100,,,,,,,,,False
2023-08-02,1111010100,,,,,,,,,False
2023-08-03,1111010100,,,,,,,,,False
2023-08-04,1111010100,,,,,,,,,False
2023-08-05,1111010100,,,,,,,,,True
2023-08-06,1111010100,,,,,,,,,True
2023-08-07,1111010100,,,,,,,,,False
2023-08-08,1111010100,,,,,,,,,False
2023-08-09,1111010100,,,,,,,,,False
2023-08-10,1111010100,20.9,28.4,24.5,13.8,91.9,148616.3485,,,False
2023-08-11,1111010100,21.6,26.5,26.8,13.8,93.1,151998.628,148616.3485,,False
2023-08-12,1111010100,22.5,26.0,25.9,13.7,91.0,138290.658,151998.628,,True
2023-08-13,1111010100,22.6,25.9,26.9,13.7,76.9,132174.972,138290.658,,True
2023-08-14,1111010100,24.8,26.5,28.3,13.7,75.4,167438.3825,132174.972,,False
2023-08-15,1111010100,24.7,26.8,27.7,13.7,71.4,167149.405,167438.3825,,True
2023-08-16,1111010100,24.7,27.2,26.0,13.6,72.0,168756.3835,167149.405,,False
2023-08-17,1111010100,24.5,27.3,27.4,13.6,73.0,171155.4935,168756.3835,148616.3485,False
2023-08-18,1111010100,25.5,27.5,28.7,13.5,72.1,179555.2435,171155.4935,151998.628,False
2023-08-19,1111010100,26.4,27.8,27.3,13.5,68.9,180461.925,179555.2435,138290.658,True
2023-08-20,1111010100,25.5,27.9,27.3,13.5,71.8,170254.1105,180461.925,132174.972,True
2023-08-21,1111010100,26.0,27.9,28.5,13.4,69.8,200298.034,170254.1105,167438.3825,False
2023-08-22,1111010100,25.8,28.1,29.4,13.4,80.3,194701.2835,200298.034,167149.405,False
2023-08-23,1111010100,23.2,27.9,28.5,13.4,91.3,174358.296,194701.2835,168756.3835,False
2023-08-24,1111010100,22.3,27.3,26.8,13.3,84.8,161092.616,174358.296,171155.4935,False
2023-08-25,1111010100,24.0,27.3,26.6,13.3,77.9,158824.092,161092.616,179555.2435,False
2023-08-26,1111010100,23.3,27.4,24.4,13.2,72.3,142876.431,158824.092,180461.925,True
2023-08-27,1111010100,22.7,27.4,25.2,13.2,75.0,139475.3385,142876.431,170254.1105,True
2023-08-28,1111010100,,,,,,,139475.3385,200298.034,False
2023-08-29,1111010100,22.5,26.6,26.5,13.1,89.6,153171.766,,194701.2835,False
2023-08-30,1111010100,21.5,26.1,24.4,13.1,88.0,138357.723,153171.766,174358.296,False
2023-08-31,1111010100,21.0,25.9,22.3,13.1,76.9,144271.6495,138357.723,161092.616,False
2023-09-01,1111010100,19.7,25.9,21.0,13.0,70.6,139158.3065,144271.6495,158824.092,False
2023-09-02,1111010100,19.7,25.9,20.0,13.0,63.9,128851.302,139158.3065,142876.431,True
2023-09-03,1111010100,23.1,26.0,25.7,12.9,77.8,134999.3195,128851.302,139475.3385,True
2023-09-04,1111010100,24.3,26.2,28.3,12.9,79.9,166389.308,134999.3195,,False
2023-09-05,1111010100,25.0,26.5,26.6,12.9,69.5,167711.72950000002,166389.308,153171.766,False
2023-09-06,1111010100,24.0,26.8,23.9,12.8,65.1,173674.16700000002,167711.72950000002,138357.723,False
2023-09-07,1111010100,20.9,26.8,18.1,12.8,54.8,154482.2085,173674.16700000002,144271.6495,False
2023-09-08,1111010100,19.6,26.6,19.1,12.7,60.3,160816.485,154482.2085,139158.3065,False
2023-09-09,1111010100,20.8,26.4,21.5,12.7,66.3,151254.1345,160816.485,128851.302,True
2023-09-10,1111010100,,,,,,,151254.1345,134999.3195,True
2023-09-11,1111010100,23.1,26.3,21.6,12.6,67.3,158617.4685,,166389.308,False
2023-09-12,1111010100,21.7,26.2,22.6,12.6,69.8,155208.0115,158617.4685,167711.72950000002,False
2023-09-13,1111010100,19.6,26.1,22.3,12.5,84.5,142012.883,155208.0115,173674.16700000002,False
2023-09-14,1111010100,19.2,25.6,20.5,12.5,72.4,145905.671,142012.883,154482.2085,False
2023-09-15,1111010100,20.3,25.4,22.1,12.5,82.3,140751.4725,145905.671,160816.485,False
2023-09-16,1111010100,22.0,25.3,25.9,12.4,87.8,127581.857,140751.4725,151254.1345,True
2023-09-17,1111010100,22.0,25.2,26.1,12.4,84.8,131191.0435,127581.857,,True
2023-09-18,1111010100,22.1,25.4,24.3,12.4,79.1,144750.8025,131191.0435,158617.4685,False
2023-09-19,1111010100,21.6,25.5,24.2,12.3,81.1,148300.459,144750.8025,155208.0115,False
2023-09-20,1111010100,18.8,25.4,21.8,12.3,90.4,136569.695,148300.459,142012.883,False
2023-09-21,1111010100,17.5,24.7,16.5,12.2,70.9,99426.9265,136569.695,145905.671,False
2023-09-22,1111010100,15.2,24.2,15.8,12.2,68.4,131807.5565,99426.9265,140751.4725,False
2023-09-23,1111010100,16.3,23.9,16.1,12.2,63.9,122133.258,131807.5565,127581.857,True
2023-09-24,1111010100,17.9,23.8,14.3,12.1,56.4,116460.154,122133.258,131191.0435,True
2023-09-25,1111010100,17.9,23.7,16.9,12.1,66.4,128656.399,116460.154,144750.8025,False
2023-09-26,1111010100,18.6,23.6,22.3,12.0,95.8,134697.1655,128656.399,148300.459,False
2023-09-27,1111010100,20.0,23.3,23.1,12.0,90.1,132093.6745,134697.1655,136569.695,False
2023-09-28,1111010100,19.6,23.4,21.2,12.0,78.3,121333.853,132093.6745,99426.9265,True
2023-09-29,1111010100,17.4,23.6,14.9,11.9,61.5,111156.676,121333.853,131807.5565,True
2023-09-30,1111010100,17.1,23.5,17.7,11.9,77.0,112570.942,111156.676,122133.258,True
2023-10-01,1111010100,14.4,23.0,12.2,11.8,59.5,113999.063,112570.942,116460.154,True
2023-10-02,1111010100,12.9,22.4,10.7,11.8,53.8,114434.1475,113999.063,128656.399,False
2023-10-03,1111010100,14.4,21.9,13.0,11.7,66.3,119347.0305,114434.1475,134697.1655,True
2023-10-04,1111010100,14.2,21.5,14.8,11.7,75.5,127423.889,119347.0305,132093.6745,False
2023-10-05,1111010100,9.9,21.1,7.4,11.7,46.1,122363.8765,127423.889,121333.853,False
2023-10-06,1111010100,9.6,20.5,9.5,11.6,55.3,118410.301,122363.8765,111156.676,False
2023-10-07,1111010100,11.7,20.2,11.7,11.6,62.6,99389.6675,118410.301,112570.942,True
2023-10-08,1111010100,15.2,20.2,13.0,11.6,67.1,101516.455,99389.6675,113999.063,True
2023-10-09,1111010100,14.1,20.0,13.3,11.5,68.1,99468.293,101516.455,114434.1475,True
2023-10-10,1111010100,11.9,20.0,12.5,11.5,67.1,125442.2445,99468.293,119347.0305,False
2023-10-11,1111010100,12.9,19.9,11.1,11.4,57.5,124003.8305,125442.2445,127423.889,False
2023-10-12,1111010100,12.0,19.8,12.2,11.4,62.4,124901.0,124003.8305,122363.8765,False
2023-10-13,1111010100,14.3,19.8,13.7,11.4,69.6,116390.0485,124901.0,118410.301,False
2023-10-14,1111010100,12.9,19.7,14.1,11.3,84.9,119924.535,116390.0485,99389.6675,True
2023-10-15,1111010100,10.9,19.2,14.3,11.3,80.0,112717.6125,119924.535,101516.455,True
2023-10-16,1111010100,10.7,19.1,9.3,11.2,57.0,124102.1145,112717.6125,99468.293,False
2023-10-17,1111010100,7.5,18.8,8.4,11.2,55.6,125292.69,124102.1145,125442.2445,False
2023-10-18,1111010100,9.2,18.3,11.9,11.2,67.0,123981.174,125292.69,124003.8305,False
2023-10-19,1111010100,14.9,18.4,16.1,11.1,82.5,127340.4075,123981.174,124901.0,False
2023-10-20,1111010100,7.2,18.5,6.4,11.1,46.9,125212.9395,127340.4075,116390.0485,False
2023-10-21,1111010100,5.9,17.8,6.7,11.1,54.8,113752.5155,125212.9395,119924.535,True
2023-10-22,1111010100,5.4,17.1,9.8,11.0,67.3,119430.618,113752.5155,112717.6125,True
